15/02/2021;30;36;12;6.2;0.2;7;50;31
16/02/2021;30;36;30;15.4;1.1;9;49;32
17/02/2021;25;36;32;0;0;7;47;34
18/02/2021;30;37;36;5.5;2.3;8;46;35
19/02/2021;25;30;28;0;0;6;54;28
20/02/2021;23;32;32;0;0.1;8;52;29
21/02/2021;30;37;70;0.4;0.8;8;51;30
